record,source,month,day,year,island,order,family,acceptedFamily,genus,acceptedGenus,specificEp,acceptedEpithet,scientificName,acceptedName
occurrence,Bohart,6,16,1967,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,26,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,4,26,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,nemoris,nemoris,Osmia nemoris,Osmia nemoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,tristella,tristella,Osmia tristella,Osmia tristella
occurrence,Bohart,5,4,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,tristella,tristella,Osmia tristella,Osmia tristella
occurrence,Bohart,4,26,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,tristella,tristella,Osmia tristella,Osmia tristella
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,6,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,4,29,1969,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,4,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,4,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,12,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,5,12,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,4,30,1970,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,4,27,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,4,27,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,25,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,25,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,25,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,20,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,20,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,20,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,11,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,11,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,7,21,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,7,21,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,7,21,1988,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,14,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,14,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,10,16,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,10,14,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hylaeus,Hylaeus,polifolii,polifolii,Hylaeus polifolii,Hylaeus polifolii
occurrence,Bohart,10,16,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hylaeus,Hylaeus,polifolii,polifolii,Hylaeus polifolii,Hylaeus polifolii
occurrence,Bohart,8,24,1971,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,20,1967,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,6,20,1967,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Andrenidae,Andrenidae,Andrena,Andrena,caerulea,caerulea,Andrena caerulea,Andrena caerulea
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Andrenidae,Andrenidae,Andrena,Andrena,caerulea,caerulea,Andrena caerulea,Andrena caerulea
occurrence,Bohart,7,17,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,21,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,21,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,17,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,4,16,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,4,16,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,21,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,10,21,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,7,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,11,1990,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,9,6,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,9,6,1991,Santa Cruz,Hymenoptera,Apidae,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,9,1969,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina acantha,Ceratina acantha
occurrence,Bohart,5,9,1969,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina acantha,Ceratina acantha
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina acantha,Ceratina acantha
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina acantha,Ceratina acantha
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina acantha,Ceratina acantha
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,6,18,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Apidae,Apidae,Ceratina,Ceratina,acantha,acantha,Ceratina  acantha,Ceratina  acantha
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Apidae,Apidae,Eucera,Eucera,frater,frater albopilosa,Eucera frater albopilosa,Eucera frater albopilosa
occurrence,Bohart,3,9,1971,Santa Cruz,Hymenoptera,Apidae,Apidae,Eucera,Eucera,frater,frater albopilosa,Eucera frater albopilosa,Eucera frater albopilosa
occurrence,Bohart,6,22,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,14,1993,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,7,24,1992,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,7,23,1992,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,9,6,1991,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,11,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,5,31,1994,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,6,18,1990,Santa Cruz,Hymenoptera,Colletidae,Colletidae,Hyalinus,Hylaeus,polifolii,polifolii,Hyalinus polifolii,Hyalinus polifolii
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,16,1969,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,argemonis,argemonis,Lasioglossum argemonis,Lasioglossum argemonis
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,argemonis,argemonis,Lasioglossum argemonis,Lasioglossum argemonis
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,argemonis,argemonis,Lasioglossum argemonis,Lasioglossum argemonis
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,avalonense,avalonense,Lasioglossum avalonense,Lasioglossum avalonense
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,5,9,1968,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
