Genus,AcceptedName,APGFamily
Cryptantha,Cryptantha pterocarya (Torrey) Greene,Boraginaceae
Cryptantha,Cryptantha milobakeri I.M. Johnston,Boraginaceae
Cryptogramma,Cryptogramma acrostichoides R. Brown,Pteridaceae
Cryptogramma,Cryptogramma cascadensis E.R. Alverson,Pteridaceae
Cryptogramma,Cryptogramma acrostichoides R. Brown,Pteridaceae
Cucumis,Cucumis anguria L.,Cucurbitaceae
Cucumis,Cucumis melo L.,Cucurbitaceae
Cucumis,Cucumis myriocarpus Naud.,Cucurbitaceae
Cucurbita,Cucurbita palmata S. Watson,Cucurbitaceae
Cucurbita,Cucurbita digitata A. Gray,Cucurbitaceae
Cucurbita,Cucurbita ficifolia Bouche,Cucurbitaceae
Cucurbita,Cucurbita foetidissima Kunth,Cucurbitaceae
Cucurbita,Cucurbita palmata S. Watson,Cucurbitaceae
Cuniculotinus,"Cuniculotinus gramineus (H.M. Hall) Urbatsch, R.P. Roberts & Neubig",Asteraceae
Cupaniopsis,Cupaniopsis anacardioides (A. Rich.) Radlk.,Sapindaceae
Cupressus,Hesperocyparis bakeri (Jepson) Bartel,Cupressaceae
Cupressus,Hesperocyparis forbesii (Jepson) Bartel,Cupressaceae
Cupressus,Hesperocyparis forbesii (Jepson) Bartel,Cupressaceae
Cupressus,Hesperocyparis abramsiana (C.B. Wolf) Bartel var. abramsiana,Cupressaceae
Cupressus,Hesperocyparis abramsiana (C.B. Wolf) Bartel,Cupressaceae
Cupressus,Hesperocyparis sargentii (Jepson) Bartel,Cupressaceae
Cupressus,Hesperocyparis goveniana (Gordon) Bartel,Cupressaceae
Cupressus,Hesperocyparis bakeri (Jepson) Bartel,Cupressaceae
Cupressus,Hesperocyparis goveniana (Gordon) Bartel,Cupressaceae
Cupressus,Hesperocyparis glabra (Sudworth) Bartel not in CA,Cupressaceae
Cupressus,Hesperocyparis nevadensis (Abrams) Bartel,Cupressaceae
Cupressus,Chamaecyparis lawsoniana (A. Murr. bis) Parl.,Cupressaceae
Cupressus,Hesperocyparis stephensonii (C. B. Wolf) Bartel,Cupressaceae
Cupressus,Hesperocyparis stephensonii (C. B. Wolf) Bartel,Cupressaceae
Cupressus,Xanthocyparis nootkatensis (D. Don) Farjon & D. K. Harder,Cupressaceae
Cupressus,Hesperocyparis nevadensis (Abrams) Bartel,Cupressaceae
Cupressus,Hesperocyparis macrocarpa (Hartw.) Bartel,Cupressaceae
Cupressus,Hesperocyparis pygmaea (Lemmon) Bartel,Cupressaceae
Cupressus,Hesperocyparis arizonica (Greene) Bartel not in CA,Cupressaceae
Cupressus,Hesperocyparis macnabiana (A. Murray) Bartel,Cupressaceae
Cupressus,Hesperocyparis pygmaea (Lemmon) Bartel,Cupressaceae
Cuscuta,Cuscuta japonica Choisy var. formosana (Hayata) Yuncker,Convolvulaceae
Cuscuta,Cuscuta japonica Choisy,Convolvulaceae
Cuscuta,Cuscuta obtusiflora Kunth.,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott var. apodanthera Yuncker,Convolvulaceae
Cuscuta,Cuscuta nevadensis I. M. Johnston,Convolvulaceae
Cuscuta,Cuscuta obtusiflora Kunth. var. glandulosa Engelmann,Convolvulaceae
Cuscuta,Cuscuta suaveolens Ser.,Convolvulaceae
Cuscuta,Cuscuta salina Engelmann var. papillata Yuncker,Convolvulaceae
Cuscuta,Cuscuta veatchii Brandegee,Convolvulaceae
Cuscuta,Cuscuta indecora Choisy var. indecora,Convolvulaceae
Cuscuta,Cuscuta approximata Bab.,Convolvulaceae
Cuscuta,Cuscuta approximata Bab.,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott var. apiculata Engelmann,Convolvulaceae
Cuscuta,Cuscuta campestris Yuncker,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott var. californica,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott var. papillosa Yuncker,Convolvulaceae
Cuscuta,Cuscuta californica Hooker & Arnott var. papillosa Yuncker,Convolvulaceae
Cuscuta,Cuscuta cephalanthi Engelmann,Convolvulaceae
Cuscuta,Cuscuta denticulata Engelmann,Convolvulaceae
Cuscuta,Cuscuta howelliana Rubtzoff,Convolvulaceae
Cuscuta,Cuscuta indecora Choisy,Convolvulaceae
Cuscuta,Cuscuta subinclusa Durand & Hilgard,Convolvulaceae
Cuscuta,Cuscuta campestris Yuncker,Convolvulaceae
Cuscuta,Cuscuta salina Engelmann var. salina,Convolvulaceae
Cuscuta,Cuscuta reflexa Roxb.,Convolvulaceae
Cuscuta,Cuscuta salina Engelmann,Convolvulaceae
Cuscuta,Cuscuta suksdorfii Yuncker,Convolvulaceae
Cuscuta,Cuscuta occidentalis Millspaugh,Convolvulaceae
Cuscuta,Cuscuta salina Engelmann var. major Yuncker,Convolvulaceae
Cuscuta,Cuscuta occidentalis Millspaugh,Convolvulaceae
Cuscuta,Cuscuta suksdorfii Yuncker,Convolvulaceae
Cuscuta,Cuscuta jepsonii Yuncker,Convolvulaceae
Cuscuta,Cuscuta indecora Choisy var. indecora,Convolvulaceae
Cusickiella,Cusickiella quadricostata (Rollins) Rollins,Brassicaceae
Cusickiella,Cusickiella douglasii (A. Gray) Rollins,Brassicaceae
Cutandia,Cutandia memphitica (Sprengel) K. Richt.,Poaceae
Cyanopsis,Volutaria muricata (L.) Maire,Asteraceae
Cyathea,Sphaeropteris cooperi (Hook. ex F.Muell.) R.M. Tryon,Cyatheaceae
Cyclachaena,Cyclachaena xanthifolia (Nuttall) Fresenius,Asteraceae
Cycladenia,Cycladenia humilis Bentham var. jonesii (Eastwood) S.L. Welsh & N.D. Atwood,Apocynaceae
Cycladenia,Cycladenia humilis Bentham var. venusta (Eastwood)  Munz,Apocynaceae
Cycladenia,Cycladenia humilis Bentham var. humilis,Apocynaceae
Cycladenia,Cycladenia humilis Bentham var. humilis,Apocynaceae
Cycladenia,Cycladenia humilis Bentham,Apocynaceae
Cycloloma,Cycloloma atriplicifolium (Sprengel) Coulter,Amaranthaceae
Cyclospermum,Cyclospermum leptophyllum (Persoon) Britton & Wilson,Apiaceae
Cydonia,Cydonia oblonga Miller,Rosaceae
Cydonia,Cydonia oblonga Miller,Rosaceae
Cydonia,Cydonia sinensis Thunb.,Rosaceae
Cylindropuntia,"Cylindropuntia fosbergii (C.B. Wolf) Rebman, M.A. Baker, & Pinkava",Cactaceae
Cylindropuntia,Cylindropuntia chuckwallensis M. A. Baker & M. A. Cloud-Hughes,Cactaceae
Cylindropuntia,"Cylindropuntia fosbergii (C.B. Wolf) Rebman, M.A. Baker, & Pinkava",Cactaceae
Cylindropuntia,Cylindropuntia ×deserta (Gritffiths) Pinkava,Cactaceae
Cylindropuntia,Cylindropuntia acanthocarpa (Engelmann & J. M. Bigelow) F.M. Knuth,Cactaceae
Cylindropuntia,Cylindropuntia californica (Torrey & A. Gray) F.M. Knuth var. parkeri (J. M. Coulter) Pinkava,Cactaceae
Cylindropuntia,Cylindropuntia acanthocarpa (Engelmann & J. M. Bigelow) F.M. Knuth var. coloradensis (L. Benson) Pinkava,Cactaceae
Cylindropuntia,Cylindropuntia californica (Torrey & A. Gray) F.M. Knuth,Cactaceae
Cylindropuntia,Cylindropuntia wolfii (L. Benson) M. A. Baker,Cactaceae
Cylindropuntia,Cylindropuntia ramosissima (Engelmann) F.M. Knuth,Cactaceae
Cylindropuntia,Cylindropuntia prolifera (Engelmann) F.M. Knuth,Cactaceae
Cylindropuntia,Cylindropuntia munzii (C. B. Wolf) Backeberg,Cactaceae
Cylindropuntia,Cylindropuntia ganderi (C. B. Wolf) Rebman & Pinkava,Cactaceae
Cylindropuntia,Cylindropuntia echinocarpa (Engelmann & J. M. Bigelow) F.M. Knuth,Cactaceae
Cylindropuntia,Cylindropuntia californica (Torrey & A. Gray) F.M. Knuth var. californica,Cactaceae
Cylindropuntia,Cylindropuntia bigelovii (Engelmann) F.M. Knuth,Cactaceae
Cymbalaria,"Cymbalaria muralis P.G. Gaertner, B. Meyer & Scherb.",Plantaginaceae
Cymopterus,Cymopterus terebinthinus (Hooker) Torrey & A. Gray var. californicus (Coulter & Rose) Jepson,Apiaceae
Cymopterus,Cymopterus panamintensis Coulter & Rose var. acutifolius (Coulter & Rose) Munz,Apiaceae
Cymopterus,Cymopterus deserticola Brandegee,Apiaceae
Cymopterus,Cymopterus gilmanii Morton,Apiaceae
Cymopterus,Cymopterus aboriginum M.E. Jones,Apiaceae
Cymopterus,Cymopterus terebinthinus (Hooker) Torrey & A. Gray var. petraeus (M.E. Jones) Goodrich,Apiaceae
Cymopterus,Cymopterus terebinthinus (Hooker) Torrey & A. Gray var. petraeus (M.E. Jones) Goodrich,Apiaceae
Cymopterus,Cymopterus cinerarius A. Gray,Apiaceae
Cymopterus,Cymopterus panamintensis Coulter & Rose,Apiaceae
Cymopterus,Cymopterus globosus (S. Watson) S. Watson,Apiaceae
Cymopterus,Cymopterus panamintensis Coulter & Rose var. panamintensis,Apiaceae
Cymopterus,Vesper purpurascens (A. Gray) R.L.Hartman & G.L.Nesom,Apiaceae
Cymopterus,Cymopterus ripleyi Barneby,Apiaceae
Cymopterus,Cymopterus ripleyi Barneby,Apiaceae
Cymopterus,Cymopterus terebinthinus (Hooker) Torrey & A. Gray,Apiaceae
Cymopterus,Vesper multinervatus (Coulter & Rose) R.L.Hartman & G.L.Nesom,Apiaceae
Cynanchum,Cynanchum louiseae Kartesz & Gandhi,Apocynaceae
Cynanchum,Cynanchum louiseae Kartesz & Gandhi,Apocynaceae
Cynanchum,Funastrum utahense (Engelmann) Liede & Meve,Apocynaceae
Cynara,Cynara cardunculus L. subsp. cardunculus,Asteraceae
Cynara,Cynara cardunculus L.,Asteraceae
Cynara,Cynara cardunculus L. subsp. flavescens A.Wiklund,Asteraceae
Cynara,Cynara cardunculus L. subsp. cardunculus,Asteraceae
Cynodon,Cynodon dactylon (L.) Persoon,Poaceae
Cynodon,Cynodon plectostachyus (K. Schum.) Pilger,Poaceae
Cynodon,Cynodon transvaalensis Burtt-Davy,Poaceae
Cynoglossum,Cynoglossum officinale L.,Boraginaceae
Cynoglossum,Cynoglossum grande Lehmann,Boraginaceae
Cynoglossum,Cynoglossum occidentale A. Gray,Boraginaceae
Cynosurus,Cynosurus cristatus L.,Poaceae
Cynosurus,Cynosurus echinatus L.,Poaceae
Cynosurus,Dactyloctenium aegyptium (L.) Willdenow,Poaceae
Cyperus,Cyperus regiomontanus Britt.,Cyperaceae
Cyperus,Cyperus retrorsus Chapm.,Cyperaceae
Cyperus,Cyperus parishii Britton,Cyperaceae
Cyperus,Cyperus papyrus L.,Cyperaceae
Cyperus,Cyperus niger Ruiz & Pavón,Cyperaceae
Cyperus,Cyperus bipartitus Torrey,Cyperaceae
Cyperus,Kyllinga brevifolia Rottb.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus difformis L.,Cyperaceae
Cyperus,Cyperus eragrostis Lamarck,Cyperaceae
Cyperus,Cyperus eragrostis Lamarck,Cyperaceae
Cyperus,Cyperus erythrorhizos Muhl.,Cyperaceae
Cyperus,Cyperus esculentus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus prolifer Lamarck not in CA,Cyperaceae
Cyperus,Cyperus flavescens L.,Cyperaceae
Cyperus,Cyperus niger Ruiz & Pavón,Cyperaceae
Cyperus,Cyperus virens Michaux,Cyperaceae
Cyperus,Cyperus acuminatus Torrey & Hooker,Cyperaceae
Cyperus,Cyperus flavescens L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus squarrosus L.,Cyperaceae
Cyperus,Cyperus flavicomus Michaux,Cyperaceae
Cyperus,Cyperus strigosus L.,Cyperaceae
Cyperus,Cyperus fuscus L.,Cyperaceae
Cyperus,Cyperus strigosus L.,Cyperaceae
Cyperus,Cyperus esculentus L. var. macrostachyus Boeckl.,Cyperaceae
Cyperus,Cyperus esculentus L. var. leptostachyus Boeckl.,Cyperaceae
Cyperus,Cyperus esculentus L. var. leptostachyus Boeckl.,Cyperaceae
Cyperus,Cyperus strigosus L.,Cyperaceae
Cyperus,Cyperus esculentus L. var. heermannii (Buckley) Boeckl.,Cyperaceae
Cyperus,Cyperus strigosus L.,Cyperaceae
Cyperus,Cyperus squarrosus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus owanii Boeckl.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus bipartitus Torrey,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cyperus,Cyperus rotundus L.,Cyperaceae
Cyperus,Cyperus gracilis R.Brown,Cyperaceae
Cyperus,Cyperus squarrosus L.,Cyperaceae
Cyperus,Cyperus niger Ruiz & Pavón,Cyperaceae
Cyperus,Cyperus squarrosus L.,Cyperaceae
Cyperus,Cyperus laevigatus L.,Cyperaceae
Cyperus,Cyperus iria L. not in CA,Cyperaceae
Cyperus,Cyperus involucratus Rottb.,Cyperaceae
Cyperus,Cyperus odoratus L.,Cyperaceae
Cypripedium,Cypripedium californicum A. Gray,Orchidaceae
Cypripedium,Cypripedium parviflorum Salisb. var. makasin (Farw.) Sheviak,Orchidaceae
Cypripedium,Cypripedium parviflorum Salisb.,Orchidaceae
Cypripedium,Cypripedium montanum Lindley,Orchidaceae
Cypripedium,Cypripedium fasciculatum S. Watson,Orchidaceae
Cypselea,Cypselea humifusa Turp.,Aizoaceae
Cyrtomium,Cyrtomium falcatum (L. f.) C. Presl,Dryopteridaceae
Cystopteris,Cystopteris fragilis (L.) Bernh.,Woodsiaceae
Cytisus,Cytisus battandieri Maire,Fabaceae
Cytisus,Cytisus proliferus L. f.,Fabaceae
Cytisus,Cytisus multiflorus (L'Hér.) Sweet,Fabaceae
Cytisus,Cytisus scoparius (L.) Link,Fabaceae
Cytisus,Cytisus striatus (Hill) Rothm.,Fabaceae
Cytisus,Genista monspessulana (L.) L. A. S. Johnson,Fabaceae
Cytisus,Genista maderensis (Webb & Berth.) Lowe,Fabaceae
Cytisus,Genista linifolia L.,Fabaceae
Cytisus,Genista canariensis L.,Fabaceae
Dactylis,Dactylis glomerata L.,Poaceae
Dactyloctenium,Dactyloctenium aegyptium (L.) Willdenow,Poaceae
Dalea,Psorothamnus arborescens (A. Gray) Barneby var. arborescens,Fabaceae
Dalea,Dalea ornata (Hooker) Eat. & J. Wright,Fabaceae
Dalea,Dalea searlsiae (A. Gray) Barneby,Fabaceae
Dalea,Dalea mollissima (Rydberg) Munz,Fabaceae
Dalea,Dalea mollissima (Rydberg) Munz,Fabaceae
Dalea,Dalea mollis Bentham,Fabaceae
Dalea,Dalea mollissima (Rydberg) Munz,Fabaceae
Dalea,Psorothamnus schottii (Torrey) Barneby,Fabaceae
Dalea,Marina parryi (Torrey & A. Gray) Barneby,Fabaceae
Dalea,Psorothamnus schottii (Torrey) Barneby,Fabaceae
Dalea,Psorothamnus polydenius (S. Watson) Rydberg,Fabaceae
Dalea,Psorothamnus polydenius (S. Watson) Rydberg,Fabaceae
Dalea,Psorothamnus fremontii (A. Gray) Barneby,Fabaceae
Dalea,Psorothamnus emoryi (A. Gray) Rydberg,Fabaceae
Dalea,Psorothamnus arborescens (A. Gray) Barneby var. simplicifolius (Parish) Barneby,Fabaceae
Dalea,Psorothamnus arborescens (A. Gray) Barneby var. minutifolius (Parish) Barneby,Fabaceae
Dalea,Psorothamnus arborescens (A. Gray) Barneby,Fabaceae
Dalea,Psorothamnus arborescens (A. Gray) Barneby var. simplifolius (Parish) Barneby,Fabaceae
Dalea,Psorothamnus spinosus (A. Gray) Barneby,Fabaceae
Damasonium,Damasonium californicum Bentham,Alismataceae
Danthonia,Rytidosperma penicillatum (Labill.) Connor & Edgar,Poaceae
Danthonia,Rytidosperma biannulare (Zotov) Connor & Edgar,Poaceae
Danthonia,Danthonia intermedia Vasey subsp. intermedia,Poaceae
Danthonia,Danthonia intermedia Vasey,Poaceae
Danthonia,Karroochloa purpurea (L. f.) Conert & Türpe,Poaceae
Danthonia,Danthonia unispicata (Thurber) Vasey,Poaceae
Danthonia,Danthonia decumbens (L.) de Candolle,Poaceae
Danthonia,Danthonia californica Bolander,Poaceae
Darlingtonia,Darlingtonia californica Torrey,Sarraceniaceae
Darmera,Darmera peltata (Bentham) Voss,Saxifragaceae
Dasiphora,Dasiphora fruticosa (Lindley) Rydberg,Rosaceae
Dasyochloa,Dasyochloa pulchella (Kunth) Rydberg,Poaceae
Datisca,Datisca glomerata (K. Presl) Baill.,Datiscaceae
Datura,Datura ferox L.,Solanaceae
Datura,Datura wrightii Regel,Solanaceae
Datura,Datura wrightii Regel,Solanaceae
Datura,Datura wrightii Regel,Solanaceae
Datura,Datura stramonium L.,Solanaceae
Datura,Datura discolor Bernh.,Solanaceae
Datura,Datura wrightii Regel,Solanaceae
Daucus,Daucus pusillus Michaux,Apiaceae
Daucus,Daucus carota L.,Apiaceae
Dedeckera,Dedeckera eurekensis Reveal & J.T. Howell,Polygonaceae
Deinandra,Deinandra corymbosa (de Candolle) B.G. Baldwin,Asteraceae
Deinandra,Deinandra pallida (D.D. Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra mohavensis (D.D. Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra minthornii (Jepson) B.G. Baldwin,Asteraceae
Deinandra,Deinandra lobbii (Greene) Greene,Asteraceae
Deinandra,Deinandra kelloggii (Greene) Greene,Asteraceae
Deinandra,Deinandra increscens (Keck) B.G. Baldwin subsp. villosa (Tanowitz) B.G. Baldwin,Asteraceae
Deinandra,Deinandra increscens (Keck) B.G. Baldwin subsp. increscens,Asteraceae
Deinandra,Deinandra increscens (Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra halliana (D.D. Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra fasciculata (de Candolle) Greene,Asteraceae
Deinandra,Deinandra conjugens (D.D. Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra clementina (Brandegee) B.G. Baldwin,Asteraceae
Deinandra,Deinandra bacigalupii B.G. Baldwin,Asteraceae
Deinandra,Deinandra arida (D.D. Keck) B.G. Baldwin,Asteraceae
Deinandra,Deinandra paniculata (A. Gray) Davidson & Moxley,Asteraceae
Deinandra,Deinandra paniculata (A. Gray) Davidson & Moxley,Asteraceae
Deinandra,Deinandra floribunda (A. Gray) Davidson & Moxley,Asteraceae
Deinandra,Deinandra pentactis (D.D. Keck) B.G. Baldwin,Asteraceae
Delairea,Delairea odorata Lemaire,Asteraceae
Delosperma,Delosperma litorale (Kensit) L. Bolus,Aizoaceae
Delphinium,Delphinium gypsophilum Ewan,Ranunculaceae
Delphinium,Delphinium decorum Fisch. & C.A. Meyer,Ranunculaceae
Delphinium,Delphinium hesperium A. Gray,Ranunculaceae
Delphinium,Delphinium hansenii (Greene) Greene subsp. kernense (A. Davidson) Ewan,Ranunculaceae
Delphinium,Delphinium hansenii (Greene) Greene subsp. hansenii,Ranunculaceae
Delphinium,Delphinium hesperium A. Gray subsp. cuyamacae (Abrams) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium hesperium A. Gray subsp. hesperium,Ranunculaceae
Delphinium,Delphinium hesperium A. Gray subsp. pallescens (Ewan) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium hansenii (Greene) Greene subsp. ewanianum Warnock,Ranunculaceae
Delphinium,Delphinium hansenii (Greene) Greene,Ranunculaceae
Delphinium,Delphinium gypsophilum Ewan,Ranunculaceae
Delphinium,Delphinium gracilentum Greene,Ranunculaceae
Delphinium,Delphinium gracilentum Greene,Ranunculaceae
Delphinium,Delphinium glaucum S. Watson,Ranunculaceae
Delphinium,Delphinium glaucum S. Watson,Ranunculaceae
Delphinium,Delphinium depauperatum Nuttall,Ranunculaceae
Delphinium,Delphinium hutchinsoniae Ewan,Ranunculaceae
Delphinium,Delphinium decorum Fisch. & C.A. Meyer subsp. decorum,Ranunculaceae
Delphinium,Delphinium parishii A. Gray,Ranunculaceae
Delphinium,Delphinium cardinale Hooker,Ranunculaceae
Delphinium,Delphinium californicum Torrey & A. Gray subsp. interius (Eastwood) Ewan,Ranunculaceae
Delphinium,Delphinium californicum Torrey & A. Gray,Ranunculaceae
Delphinium,Delphinium antoninum Eastwood,Ranunculaceae
Delphinium,Delphinium andersonii A. Gray,Ranunculaceae
Delphinium,Delphinium andersonii A. Gray,Ranunculaceae
Delphinium,Delphinium decorum Fisch. & C.A. Meyer subsp. tracyi Ewan,Ranunculaceae
Delphinium,Delphinium trolliifolium A. Gray,Ranunculaceae
Delphinium,Delphinium patens Bentham subsp. montanum (Munz) Ewan,Ranunculaceae
Delphinium,Delphinium patens Bentham subsp. patens,Ranunculaceae
Delphinium,Delphinium polycladon Eastwood,Ranunculaceae
Delphinium,Delphinium purpusii Brandegee,Ranunculaceae
Delphinium,Delphinium recurvatum Greene,Ranunculaceae
Delphinium,Delphinium nuttallianum Walp.,Ranunculaceae
Delphinium,Delphinium stachydeum (A. Gray) Tidestrom,Ranunculaceae
Delphinium,Delphinium parryi A. Gray subsp. purpureum (Lewis & Epling) Warnock,Ranunculaceae
Delphinium,Delphinium uliginosum Curran,Ranunculaceae
Delphinium,Delphinium umbraculorum Lewis & Epling,Ranunculaceae
Delphinium,Delphinium variegatum Torrey & A. Gray,Ranunculaceae
Delphinium,Delphinium variegatum Torrey & A. Gray subsp. kinkiense (Munz) Warnock,Ranunculaceae
Delphinium,Delphinium variegatum Torrey & A. Gray subsp. thornei Munz,Ranunculaceae
Delphinium,Delphinium variegatum Torrey & A. Gray subsp. variegatum,Ranunculaceae
Delphinium,Delphinium scaposum Greene,Ranunculaceae
Delphinium,Delphinium parishii A. Gray subsp. subglobosum (Wiggins) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium inopinum (Jepson) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium luteum A. Heller,Ranunculaceae
Delphinium,Delphinium nudicaule Torrey & A. Gray,Ranunculaceae
Delphinium,Consolida ajacis (L.) Schur,Ranunculaceae
Delphinium,Delphinium nuttallianum Walp.,Ranunculaceae
Delphinium,Delphinium bakeri Ewan,Ranunculaceae
Delphinium,Delphinium patens Bentham subsp. hepaticoideum Ewan,Ranunculaceae
Delphinium,Delphinium parishii A. Gray subsp. parishii,Ranunculaceae
Delphinium,Delphinium patens Bentham,Ranunculaceae
Delphinium,Delphinium parryi A. Gray,Ranunculaceae
Delphinium,Delphinium parryi A. Gray subsp. blochmaniae (Greene) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium parryi A. Gray subsp. eastwoodiae Ewan,Ranunculaceae
Delphinium,Delphinium parryi A. Gray subsp. maritimum (A. Davidson) Warnock,Ranunculaceae
Delphinium,Delphinium parryi A. Gray subsp. parryi,Ranunculaceae
Delphinium,Delphinium inopinum (Jepson) Lewis & Epling,Ranunculaceae
Delphinium,Delphinium parishii A. Gray subsp. pallidum (Munz) Warnock,Ranunculaceae
Delphinium,Delphinium californicum Torrey & A. Gray subsp. californicum,Ranunculaceae
Dendrathema,Dendrathema ×grandiflorum Kitam.,Asteraceae
Dendromecon,Dendromecon harfordii Kellogg,Papaveraceae
Dendromecon,Dendromecon rigida Bentham,Papaveraceae
Dendromecon,Dendromecon harfordii Kellogg,Papaveraceae
