Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0325805,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325806,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325807,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325808,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325809,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325810,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325811,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325812,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325813,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325814,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325815,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325816,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325817,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325818,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325819,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325820,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325821,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325822,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325823,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,,,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325824,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325825,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Anthophorula,Anthophorisca,nitens,,Anthophorula nitens ,"(Cockerell, 1915)","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0328450,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet land,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0328455,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0328456,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325753,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,mimetica,Diadasia rinconis mimetica,"Cockerell, 1924","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325754,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,mimetica,Diadasia rinconis mimetica,"Cockerell, 1924","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325756,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325757,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325758,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325759,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",6,30,1978,6/30/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,700-1000ft,213 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325765,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325766,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325767,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325768,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325769,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325770,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325771,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325772,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325773,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325774,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325775,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325776,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325777,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325778,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325779,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325780,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325781,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325782,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325783,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325784,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
BMEP0325785,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Apidae,Diadasia,,rinconis,,Diadasia rinconis ,"Cockerell, 1897","Menke, A.S.","Miller, D.R., Rust, R.W.",7,3,1978,7/3/78,USA,California,Los Angeles,Santa Catalina,"Santa Catalina Island, Cape Canyon",United States,California,Los Angeles,850 feet,259.08 m,,,33.366°,-118.409°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,USNM,USNM,USNM
