source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1555148,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e65d2dbc-385b-48bb-a2bc-1fc40c33161a,YPM ENT 577011, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,10/21/72,1972,10,21,295,0,1972-10-21/1972-10-24,ENT number 577011; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.713,34.401"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Barbara,"Santa Barbara, NW of Natural History Museum", , ,34.401,-119.713,WGS84,12349, , ,digital resource,USA TIGER 2014 Census, ,"Provisional ST CO PL match to: CA SANTA BARBARA SANTA BARBARA, LFG 22 Mar 2015, note TIGER shapefiles tended to yield larger radii than other sources",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3e9cdc63-9b0e-4891-8f95-eac02a552af5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1555148
Cal-IBIS,1555127,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:f5b5659a-6d0f-44ed-889b-320366ca5b03,YPM ENT 443345, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,11/15/72,1972,11,15,320,0,11/15/72,ENT number 443345; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.713,34.401"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Barbara,"Santa Barbara, NW of Natural History Museum", , ,34.401,-119.713,WGS84,12349, , ,digital resource,USA TIGER 2014 Census, ,"Provisional ST CO PL match to: CA SANTA BARBARA SANTA BARBARA, LFG 22 Mar 2015, note TIGER shapefiles tended to yield larger radii than other sources",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b6ad99be-71b8-4416-a216-ea9a2a5f21d8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1555127
Cal-IBIS,1555151,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fcc21f97-c47d-4556-b0de-2d9af12708db,YPM ENT 577002, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,10/21/72,1972,10,21,295,0,1972-10-21/1972-10-24,ENT number 577002; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.713,34.401"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Barbara,"Santa Barbara, NW of Natural History Museum", , ,34.401,-119.713,WGS84,12349, , ,digital resource,USA TIGER 2014 Census, ,"Provisional ST CO PL match to: CA SANTA BARBARA SANTA BARBARA, LFG 22 Mar 2015, note TIGER shapefiles tended to yield larger radii than other sources",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d83ba5b1-c9d6-4c01-9201-7f2d7a061fc3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1555151
Cal-IBIS,1564042,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6fee67c0-ced5-4120-9ede-3ce557348c23,YPM ENT 755146, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/29/72,1972,10,29,303,0,10/29/72,ENT number 755146; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,12/11/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6cad539d-6b5c-4022-8337-a6b4595eb629,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564042
Cal-IBIS,1564658,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:0d5f7479-9c76-4a06-81ef-0479a1a79510,YPM ENT 443344, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/30/72,1972,10,30,304,0,10/30/72,ENT number 443344; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:07e59797-1f56-4f48-9116-08b65a052d3d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564658
Cal-IBIS,1564842,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:3d993717-1707-42f0-b8b8-a1d5f0636d1b,YPM ENT 577565, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 577565; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:acfe7ffd-a0c2-424b-bb1a-336c537e186e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564842
Cal-IBIS,1564861,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:51e2d86e-0af4-439c-a2c2-d4a93ff6d065,YPM ENT 577571, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/30/72,1972,10,30,304,0,10/30/72,ENT number 577571; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:21be4c38-4f03-43c3-9187-e31c3ae6ba17,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564861
Cal-IBIS,1564886,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6ecdff0a-612e-43e1-96ab-8f57462938a4,YPM ENT 577566, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 577566; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:fb6dd2ad-a1ac-4142-87d1-73bf78c8cdb2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564886
Cal-IBIS,1564899,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:79ef092c-12b0-49c4-bf86-8f4376a96d24,YPM ENT 577570, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/30/72,1972,10,30,304,0,10/30/72,ENT number 577570; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f88accfd-9b5a-45d2-bcb6-072041d5ce7f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564899
Cal-IBIS,1564908,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:840063cd-bd8a-44c4-ae40-5cef6aa32965,YPM ENT 577569, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/30/72,1972,10,30,304,0,10/30/72,ENT number 577569; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:780205eb-8a9b-4626-b978-c875da7d697f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564908
Cal-IBIS,1564924,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:93e0ee3e-3ee3-45ad-b4ab-b44ed221371e,YPM ENT 577568, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 577568; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:337bb3fc-cbd5-4872-a2ea-816c7b1822dc,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564924
Cal-IBIS,1564363,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9e967cfc-0442-4f3d-9272-e23b4e397627,YPM ENT 443342, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 443342; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:158c76b5-aa16-44fa-a248-3121310f1f9e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564363
Cal-IBIS,1564769,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e4ddf0cb-542b-40f0-93c9-85ad362f5873,YPM ENT 577572, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/30/72,1972,10,30,304,0,10/30/72,ENT number 577572; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:703dc130-bc65-4255-8d1e-133575530ef5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564769
Cal-IBIS,1564773,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e90cd28a-dbfa-4829-b2da-68ad32e91321,YPM ENT 577564, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 577564; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d1264a34-40b4-4dc4-b2ac-314a30b5d2e2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564773
Cal-IBIS,1564802,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fcae2b17-abeb-4644-880c-102d154da36a,YPM ENT 577567, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,10/12/72,1972,10,12,286,0,10/12/72,ENT number 577567; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:39b45460-9d23-4401-8512-5f8a7767b9fe,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564802
Cal-IBIS,1581726,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:0244baf3-fc91-4412-a77c-29cda6f3ad85,YPM ENT 755149, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arachnis picta,Arachnis picta,100973,"Packard, 1864",Arachnis,Arachnis,picta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Lyndal Laughrin, ,10/3/72,1972,10,3,277,0,10/3/72,ENT number 755149; lot count 1, , , , ,"{ ""solr_long_lat"": ""-120.0273,33.98829"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Rosa,"Santa Rosa Island, Beecher's Bay",Santa Rosa, ,33.98829,-120.0273,WGS84,4075, , ,digital resource,VertNet, ,"provisional matching georeference from VertNet, 6 Feb 2015, LFG",0, , , , , , ,en, ,12/3/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9bfb3b89-138a-453b-817a-93c4d55a9c2a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1581726
Cal-IBIS,1564337,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c4b8c739-2826-4661-9521-b0f77d5141dd,YPM ENT 815298, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Arctiinae,,38226,"Leach, 1815", ,, , , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 815298; lot count 1, , , , ,"{ ""mm_repository_id"": ""118240"", ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,1/9/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:291bb833-a96c-494c-8d5a-a2b4a49bf058,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564337
Cal-IBIS,1575548,UCSB,IZC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,85f99829-3292-4322-a938-2b5bebe688d7,UCSB-IZC00018833, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Ascalapha odorata,Ascalapha odorata,104529,"(Linnaeus, 1758)",Ascalapha,Ascalapha,odorata, , ,Pamela Horsley,2018, , , , , , , ,1976-07-00,1976,7,0,0,0,July '76, , , , , , , , , ,Adult, ,1, , ,Pinned,United States,California,Santa Barbara, ,Santa Cruz,Santa Cruz Island,Santa Cruz, ,33.998239,-119.725508,WGS84,20600, ,entan (2019-09-19 15:25:08), ,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence, ,0, , , , , , , ,entan,2/7/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:79b5ce32-cdea-4032-acff-5d613e222edf,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575548
Cal-IBIS,1563869,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:0bca443b-c65d-4d53-b069-7398ce8b9a41,YPM ENT 871688, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Bulia deducta,Bulia deducta,118357,"(Morrison, 1875)",Bulia,Bulia,deducta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 871688; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island within 1 mile of Univ.Cal.Res.Sta., Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:358312e0-624a-4da6-a6bb-35e2e13d2068,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563869
Cal-IBIS,1563810,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:53cab9a4-6682-48ea-8bc7-30361aec67d2,YPM ENT 871692, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Bulia deducta,Bulia deducta,118357,"(Morrison, 1875)",Bulia,Bulia,deducta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 871692; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California, , ,Santa Cruz,"Santa Cruz Island, Univ. Cal. Res. Sta., Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:242f9b36-ea7a-4601-aa64-98b8e71db18e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563810
Cal-IBIS,1563799,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:33ca9dff-8729-4151-927a-ee1d787b60ce,YPM ENT 871681, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Bulia deducta,Bulia deducta,118357,"(Morrison, 1875)",Bulia,Bulia,deducta, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,8/17/68,1968,8,17,230,0,8/17/68,ENT number 871681; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,12/11/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d3900cd8-c473-48df-80df-7268e9df0986,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563799
